n;id;mac;strength;ssid;zone;floor;datetime
675;4184;c0:25:5c:82:67:f1;-75;bmstu_staff;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
676;4185;c0:25:5c:82:67:f0;-75;bmstu_lb;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
677;4186;50:17:ff:df:70:49;-77;bmstu_guest;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
678;4187;1c:74:0d:8e:67:90;-77;bmstu-89a;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
679;4188;50:17:ff:df:81:11;-79;bmstu_staff;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
680;4189;50:17:ff:df:81:1f;-79;bmstu_lb;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
681;4190;50:17:ff:df:81:16;-79;bmstu_guest;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
682;4191;c0:25:5c:82:67:f6;-81;bmstu_guest;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
683;4192;50:17:ff:df:81:19;-82;bmstu_guest;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
684;4193;c0:25:5c:82:67:fe;-83;bmstu_staff;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
685;4194;00:18:f3:3b:68:57;-84;WS;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
686;4195;c0:25:5c:82:1a:71;-84;bmstu_staff;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
687;4196;c0:25:5c:82:67:ff;-85;bmstu_lb;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
688;4197;6e:36:7d:07:4e:0a;-85;‘ролов јртЄм;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
689;4198;50:17:ff:df:70:46;-87;bmstu_guest;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
690;4199;50:17:ff:df:70:4e;-88;bmstu_staff;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
691;4200;50:17:ff:df:70:4f;-89;bmstu_lb;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
692;4201;50:ff:20:43:d4:ae;-90;ProRector-5955;6;2;Tue Apr 13 17:21:24 GMT+03:00 2021
693;4202;58:d9:d5:b8:76:01;-59;;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
694;4203;84:80:2d:ec:31:e0;-67;BaumanPress;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
695;4204;00:14:d1:d8:8d:1a;-67;WR;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
696;4205;84:80:2d:ec:31:e1;-68;BP-Sec;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
697;4206;b8:a3:86:b9:3c:b4;-68;DIR-300NRU;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
698;4207;c0:25:5c:82:1a:70;-72;bmstu_lb;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
699;4208;80:56:f2:14:13:80;-73;HP-Print-80-LaserJet Pro MFP;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
700;4209;e6:37:a5:fd:5d:3d;-73;;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
701;4210;c0:25:5c:82:1a:79;-73;bmstu_guest;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
702;4211;c0:25:5c:82:67:f9;-75;bmstu_guest;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
703;4212;c0:25:5c:82:67:f1;-75;bmstu_staff;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
704;4213;c0:25:5c:82:67:f0;-75;bmstu_lb;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
705;4214;c0:25:5c:82:1a:71;-76;bmstu_staff;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
706;4215;50:17:ff:df:81:11;-79;bmstu_staff;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
707;4216;50:17:ff:df:81:1f;-79;bmstu_lb;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
708;4217;50:17:ff:df:81:16;-79;bmstu_guest;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
709;4218;c0:25:5c:82:67:f6;-81;bmstu_guest;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
710;4219;58:d5:6e:b1:21:43;-81;DIR-615T-2142;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
711;4220;5c:f4:ab:ce:c1:d8;-81;Keenetic-0409;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
712;4221;50:17:ff:df:81:19;-82;bmstu_guest;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
713;4222;c0:25:5c:82:67:fe;-83;bmstu_staff;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
714;4223;c0:25:5c:82:67:ff;-85;bmstu_lb;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
715;4224;6e:36:7d:07:4e:0a;-85;‘ролов јртЄм;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
716;4225;04:95:e6:62:1e:40;-88;Tenda_621E40;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
717;4226;04:bf:6d:03:66:34;-89;Keenetic-2536;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
718;4227;50:ff:20:43:d4:ae;-90;ProRector-5955;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
719;4228;c0:25:5c:82:1a:7e;-91;bmstu_staff;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
720;4229;c0:25:5c:82:1a:7f;-93;bmstu_lb;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
721;4230;c0:25:5c:82:1a:76;-93;bmstu_guest;6;2;Tue Apr 13 17:21:31 GMT+03:00 2021
722;4231;84:80:2d:ec:31:e0;-77;BaumanPress;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
723;4232;84:80:2d:ec:31:e1;-78;BP-Sec;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
724;4233;c0:25:5c:82:1a:79;-78;bmstu_guest;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
725;4234;58:d9:d5:b8:76:01;-79;;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
726;4235;c0:25:5c:82:1a:70;-79;bmstu_lb;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
727;4236;c0:25:5c:82:1a:71;-81;bmstu_staff;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
728;4237;58:d5:6e:b1:21:43;-81;DIR-615T-2142;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
729;4238;04:bf:6d:03:66:34;-86;Keenetic-2536;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
730;4239;5c:f4:ab:ce:c1:d8;-88;Keenetic-0409;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
731;4240;04:95:e6:62:1e:40;-88;Tenda_621E40;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
732;4241;c0:25:5c:82:1a:7e;-91;bmstu_staff;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
733;4242;c0:25:5c:82:1a:7f;-93;bmstu_lb;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
734;4243;c0:25:5c:82:1a:76;-93;bmstu_guest;6;2;Tue Apr 13 17:21:36 GMT+03:00 2021
735;4244;84:80:2d:ec:31:e1;-78;BP-Sec;6;2;Tue Apr 13 17:21:45 GMT+03:00 2021
736;4245;58:d9:d5:b8:76:01;-83;;6;2;Tue Apr 13 17:21:45 GMT+03:00 2021
737;4246;5c:f4:ab:ce:c1:d8;-83;Keenetic-0409;6;2;Tue Apr 13 17:21:45 GMT+03:00 2021
738;4247;84:80:2d:ec:31:e0;-84;BaumanPress;6;2;Tue Apr 13 17:21:45 GMT+03:00 2021
739;4248;c0:25:5c:82:1a:70;-84;bmstu_lb;6;2;Tue Apr 13 17:21:45 GMT+03:00 2021
740;4249;c0:25:5c:82:1a:71;-85;bmstu_staff;6;2;Tue Apr 13 17:21:45 GMT+03:00 2021
741;4250;c0:25:5c:82:1a:79;-86;bmstu_guest;6;2;Tue Apr 13 17:21:45 GMT+03:00 2021
742;4251;04:bf:6d:03:66:34;-88;Keenetic-2536;6;2;Tue Apr 13 17:21:45 GMT+03:00 2021
743;4252;58:d5:6e:b1:21:43;-66;DIR-615T-2142;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
744;4253;3c:9d:56:fd:59:eb;-75;hw_manage_59e0;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
745;4254;58:d9:d5:b8:76:01;-83;;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
746;4255;5c:f4:ab:ce:c1:d8;-83;Keenetic-0409;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
747;4256;84:80:2d:ec:31:e0;-84;BaumanPress;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
748;4257;c0:25:5c:82:1a:70;-84;bmstu_lb;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
749;4258;c0:25:5c:82:1a:71;-85;bmstu_staff;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
750;4259;2a:3a:4d:72:db:be;-86;DIRECT-be-HP M203 LaserJet;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
751;4260;c0:25:5c:82:1a:79;-88;bmstu_guest;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
752;4261;04:bf:6d:03:66:34;-88;Keenetic-2536;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
753;4262;04:95:e6:62:1e:40;-88;Tenda_621E40;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
754;4263;2a:56:5a:49:09:25;-89;DIRECT-25-HP M130 LaserJet;6;2;Tue Apr 13 17:21:50 GMT+03:00 2021
755;4264;50:ff:20:0a:e0:06;-75;HP SuperJet;6;2;Tue Apr 13 17:22:00 GMT+03:00 2021
756;4265;00:26:52:d8:75:91;-78;bmstu_staff;6;2;Tue Apr 13 17:22:00 GMT+03:00 2021
757;4266;5c:f4:ab:ce:2f:b0;-84;Terahertz_lab;6;2;Tue Apr 13 17:22:00 GMT+03:00 2021
758;4267;50:17:ff:de:06:d1;-85;bmstu_staff;6;2;Tue Apr 13 17:22:00 GMT+03:00 2021
759;4268;5c:f4:ab:ce:c1:d8;-86;Keenetic-0409;6;2;Tue Apr 13 17:22:00 GMT+03:00 2021
760;4269;50:17:ff:de:06:d0;-86;bmstu_lb;6;2;Tue Apr 13 17:22:00 GMT+03:00 2021
761;4270;50:ff:20:3a:a5:13;-92;SLSLab;6;2;Tue Apr 13 17:22:00 GMT+03:00 2021
762;4271;98:de:d0:72:37:08;-94;TP-LINK_190;6;2;Tue Apr 13 17:22:00 GMT+03:00 2021
763;4272;50:ff:20:0a:e0:06;-75;HP SuperJet;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
764;4273;00:26:52:d8:75:91;-78;bmstu_staff;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
765;4274;3c:9d:56:fd:59:2b;-79;hw_manage_5920;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
766;4275;52:ff:20:1a:a5:13;-79;SLSLab_Guest;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
767;4276;52:ff:20:4a:a5:13;-81;;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
768;4277;50:ff:20:3a:a5:13;-82;SLSLab;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
769;4278;5c:f4:ab:ce:2f:b0;-84;Terahertz_lab;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
770;4279;50:17:ff:de:06:d1;-85;bmstu_staff;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
771;4280;50:17:ff:de:06:d0;-86;bmstu_lb;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
772;4281;00:26:52:d8:75:99;-88;bmstu_guest;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
773;4282;00:26:52:d8:75:90;-89;bmstu_lb;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
774;4283;c0:25:5c:82:26:50;-90;bmstu_lb;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
775;4284;2a:56:5a:49:09:25;-91;DIRECT-25-HP M130 LaserJet;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
776;4285;c0:25:5c:82:26:51;-92;bmstu_staff;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
777;4286;2e:a2:59:f0:91:38;-93;AndroidAP6BC2;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
778;4287;98:de:d0:72:37:08;-94;TP-LINK_190;6;2;Tue Apr 13 17:22:05 GMT+03:00 2021
779;4288;00:26:52:d8:75:90;-71;bmstu_lb;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
780;4289;5c:f4:ab:ce:2f:b0;-73;Terahertz_lab;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
781;4290;00:26:52:d8:75:91;-79;bmstu_staff;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
782;4291;3c:9d:56:fd:59:2b;-79;hw_manage_5920;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
783;4292;52:ff:20:1a:a5:13;-79;SLSLab_Guest;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
784;4293;52:ff:20:4a:a5:13;-81;;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
785;4294;00:26:52:d8:75:99;-81;bmstu_guest;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
786;4295;ea:6f:38:06:6c:92;-81;DIRECT-92-HP M203 LaserJet;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
787;4296;50:ff:20:3a:a5:13;-82;SLSLab;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
788;4297;c2:b5:d7:7f:5f:dd;-87;DIRECT-dd-HP M203 LaserJet;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
789;4298;c0:25:5c:82:26:50;-90;bmstu_lb;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
790;4299;c0:25:5c:82:26:51;-92;bmstu_staff;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
791;4300;2e:a2:59:f0:91:38;-93;AndroidAP6BC2;6;2;Tue Apr 13 17:22:11 GMT+03:00 2021
792;4301;ea:6f:38:06:6c:92;-77;DIRECT-92-HP M203 LaserJet;6;2;Tue Apr 13 17:22:17 GMT+03:00 2021
793;4302;5c:f4:ab:ce:2f:b0;-79;Terahertz_lab;6;2;Tue Apr 13 17:22:17 GMT+03:00 2021
794;4303;00:26:52:d8:75:91;-81;bmstu_staff;6;2;Tue Apr 13 17:22:17 GMT+03:00 2021
795;4304;c2:b5:d7:7f:5f:dd;-82;DIRECT-dd-HP M203 LaserJet;6;2;Tue Apr 13 17:22:17 GMT+03:00 2021
796;4305;00:26:52:d8:75:99;-83;bmstu_guest;6;2;Tue Apr 13 17:22:17 GMT+03:00 2021
797;4306;00:26:52:d8:75:90;-83;bmstu_lb;6;2;Tue Apr 13 17:22:17 GMT+03:00 2021
798;4307;00:0e:38:0d:06:d7;-90;bmstu_staff;6;2;Tue Apr 13 17:22:17 GMT+03:00 2021
799;4308;b6:4e:72:3e:7b:2c;-91;we hawt;6;2;Tue Apr 13 17:22:17 GMT+03:00 2021
800;4309;ea:6f:38:06:6c:92;-77;DIRECT-92-HP M203 LaserJet;5;2;Tue Apr 13 17:22:25 GMT+03:00 2021
801;4310;5c:f4:ab:ce:2f:b0;-79;Terahertz_lab;5;2;Tue Apr 13 17:22:25 GMT+03:00 2021
802;4311;00:26:52:d8:75:91;-81;bmstu_staff;5;2;Tue Apr 13 17:22:25 GMT+03:00 2021
803;4312;c2:b5:d7:7f:5f:dd;-82;DIRECT-dd-HP M203 LaserJet;5;2;Tue Apr 13 17:22:25 GMT+03:00 2021
804;4313;00:26:52:d8:75:99;-83;bmstu_guest;5;2;Tue Apr 13 17:22:25 GMT+03:00 2021
805;4314;00:26:52:d8:75:90;-83;bmstu_lb;5;2;Tue Apr 13 17:22:25 GMT+03:00 2021
806;4315;00:0e:38:0d:06:d7;-90;bmstu_staff;5;2;Tue Apr 13 17:22:25 GMT+03:00 2021
807;4316;b6:4e:72:3e:7b:2c;-91;we hawt;5;2;Tue Apr 13 17:22:25 GMT+03:00 2021
808;4317;00:26:52:d8:75:99;-84;bmstu_guest;5;2;Tue Apr 13 17:22:33 GMT+03:00 2021
809;4318;00:26:52:d8:85:a9;-86;bmstu_guest;5;2;Tue Apr 13 17:22:33 GMT+03:00 2021
810;4319;00:26:52:d8:75:91;-88;bmstu_staff;5;2;Tue Apr 13 17:22:33 GMT+03:00 2021
811;4320;00:26:52:d8:75:90;-88;bmstu_lb;5;2;Tue Apr 13 17:22:33 GMT+03:00 2021
812;4321;b6:4e:72:3e:7b:2c;-88;we hawt;5;2;Tue Apr 13 17:22:33 GMT+03:00 2021
813;4322;c6:3d:03:af:e9:91;-91;Galaxy A41E991;5;2;Tue Apr 13 17:22:33 GMT+03:00 2021
814;4323;00:26:52:d8:85:a0;-77;bmstu_lb;5;2;Tue Apr 13 17:22:38 GMT+03:00 2021
815;4324;00:26:52:d8:85:a9;-79;bmstu_guest;5;2;Tue Apr 13 17:22:38 GMT+03:00 2021
816;4325;00:26:52:d8:75:99;-81;bmstu_guest;5;2;Tue Apr 13 17:22:38 GMT+03:00 2021
817;4326;00:26:52:d8:85:a1;-81;bmstu_staff;5;2;Tue Apr 13 17:22:38 GMT+03:00 2021
818;4327;00:26:52:d8:75:91;-82;bmstu_staff;5;2;Tue Apr 13 17:22:38 GMT+03:00 2021
819;4328;00:26:52:d8:75:90;-85;bmstu_lb;5;2;Tue Apr 13 17:22:38 GMT+03:00 2021
820;4329;b6:4e:72:3e:7b:2c;-88;we hawt;5;2;Tue Apr 13 17:22:38 GMT+03:00 2021
821;4330;cc:5d:4e:fc:9b:56;-88;ZyXEL_KEENETIC_GIGA_FC9B56;5;2;Tue Apr 13 17:22:38 GMT+03:00 2021
822;4331;c6:3d:03:af:e9:91;-91;Galaxy A41E991;5;2;Tue Apr 13 17:22:38 GMT+03:00 2021
823;4332;00:26:52:d8:85:a9;-69;bmstu_guest;5;2;Tue Apr 13 17:22:46 GMT+03:00 2021
824;4333;00:26:52:d8:85:a0;-69;bmstu_lb;5;2;Tue Apr 13 17:22:46 GMT+03:00 2021
825;4334;00:26:52:d8:85:a1;-69;bmstu_staff;5;2;Tue Apr 13 17:22:46 GMT+03:00 2021
826;4335;00:26:52:d8:75:91;-82;bmstu_staff;5;2;Tue Apr 13 17:22:46 GMT+03:00 2021
827;4336;00:26:52:d8:75:90;-82;bmstu_lb;5;2;Tue Apr 13 17:22:46 GMT+03:00 2021
828;4337;00:26:52:d8:75:99;-86;bmstu_guest;5;2;Tue Apr 13 17:22:46 GMT+03:00 2021
829;4338;58:ac:78:eb:e6:e2;-87;bmstu_staff;5;2;Tue Apr 13 17:22:46 GMT+03:00 2021
830;4339;cc:5d:4e:fc:9b:56;-88;ZyXEL_KEENETIC_GIGA_FC9B56;5;2;Tue Apr 13 17:22:46 GMT+03:00 2021
831;4340;58:ac:78:eb:e6:e0;-90;bmstu_student;5;2;Tue Apr 13 17:22:46 GMT+03:00 2021
832;4341;00:26:52:d8:85:a9;-69;bmstu_guest;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
833;4342;00:26:52:d8:85:a0;-69;bmstu_lb;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
834;4343;00:26:52:d8:85:a1;-69;bmstu_staff;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
835;4344;cc:5d:4e:fc:9b:56;-71;ZyXEL_KEENETIC_GIGA_FC9B56;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
836;4345;9e:93:4e:39:c7:f5;-72;DIRECT-XyPhaser 3020;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
837;4346;58:ac:78:eb:e6:e1;-76;bmstu_guest;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
838;4347;58:ac:78:eb:e6:e2;-79;bmstu_staff;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
839;4348;00:26:52:d8:75:91;-82;bmstu_staff;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
840;4349;00:26:52:d8:75:90;-82;bmstu_lb;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
841;4350;58:ac:78:eb:e6:e0;-82;bmstu_student;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
842;4351;58:ac:78:eb:e6:ef;-84;bmstu_student;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
843;4352;58:ac:78:eb:e6:ee;-84;bmstu_guest;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
844;4353;58:ac:78:eb:e6:ed;-85;bmstu_staff;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
845;4354;00:26:52:d8:75:99;-86;bmstu_guest;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
846;4355;14:91:82:28:40:d7;-91;;5;2;Tue Apr 13 17:22:54 GMT+03:00 2021
847;4356;00:26:52:d8:85:a9;-69;bmstu_guest;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
848;4357;00:26:52:d8:85:a0;-69;bmstu_lb;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
849;4358;00:26:52:d8:85:a1;-69;bmstu_staff;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
850;4359;cc:5d:4e:fc:9b:56;-71;ZyXEL_KEENETIC_GIGA_FC9B56;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
851;4360;9e:93:4e:39:c7:f5;-72;DIRECT-XyPhaser 3020;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
852;4361;58:ac:78:eb:e6:e1;-76;bmstu_guest;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
853;4362;58:ac:78:eb:e6:e2;-79;bmstu_staff;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
854;4363;00:26:52:d8:75:91;-82;bmstu_staff;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
855;4364;00:26:52:d8:75:90;-82;bmstu_lb;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
856;4365;58:ac:78:eb:e6:e0;-82;bmstu_student;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
857;4366;58:ac:78:eb:e6:ef;-84;bmstu_student;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
858;4367;58:ac:78:eb:e6:ee;-84;bmstu_guest;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
859;4368;58:ac:78:eb:e6:ed;-85;bmstu_staff;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
860;4369;00:26:52:d8:75:99;-86;bmstu_guest;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
861;4370;14:91:82:28:40:d7;-91;;5;2;Tue Apr 13 17:23:00 GMT+03:00 2021
862;4371;58:ac:78:eb:e6:e0;-58;bmstu_student;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
863;4372;58:ac:78:eb:e6:e1;-58;bmstu_guest;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
864;4373;58:ac:78:eb:e6:e2;-59;bmstu_staff;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
865;4374;58:ac:78:eb:e6:ed;-66;bmstu_staff;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
866;4375;58:ac:78:eb:e6:ef;-67;bmstu_student;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
867;4376;58:ac:78:eb:e6:ee;-67;bmstu_guest;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
868;4377;b8:a3:86:44:ae:a7;-69;mgts for sbrf;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
869;4378;16:91:82:28:40:d8;-72;;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
870;4379;14:91:82:28:40:d6;-73;;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
871;4380;9c:5c:8e:43:80:84;-76;ROOM_136.8;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
872;4381;00:a6:ca:5f:3f:00;-77;;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
873;4382;40:49:0f:60:fb:f2;-79;HP-Print-F2-LaserJet Pro MFP;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
874;4383;14:91:82:28:40:d7;-83;;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
875;4384;cc:5d:4e:fc:9b:56;-84;ZyXEL_KEENETIC_GIGA_FC9B56;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
876;4385;00:a6:ca:5e:67:00;-85;;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
877;4386;38:6b:1c:1d:f7:f3;-85;;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
878;4387;50:ff:20:25:6b:bb;-91;;4;2;Tue Apr 13 17:23:20 GMT+03:00 2021
879;4388;58:ac:78:eb:e6:ef;-61;bmstu_student;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
880;4389;58:ac:78:eb:e6:ed;-61;bmstu_staff;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
881;4390;58:ac:78:eb:e6:e1;-62;bmstu_guest;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
882;4391;58:ac:78:eb:e6:ee;-62;bmstu_guest;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
883;4392;58:ac:78:eb:e6:e2;-65;bmstu_staff;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
884;4393;58:ac:78:eb:e6:e0;-65;bmstu_student;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
885;4394;14:91:82:28:40:d6;-73;;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
886;4395;16:91:82:28:40:d8;-73;;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
887;4396;40:49:0f:60:fb:f2;-76;HP-Print-F2-LaserJet Pro MFP;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
888;4397;9c:5c:8e:43:80:84;-77;ROOM_136.8;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
889;4398;cc:5d:4e:fc:9b:56;-80;ZyXEL_KEENETIC_GIGA_FC9B56;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
890;4399;00:a6:ca:5f:3f:00;-81;;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
891;4400;5c:96:9d:67:ca:bd;-81;!wifipress;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
892;4401;b8:a3:86:44:ae:a7;-84;mgts for sbrf;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
893;4402;9e:93:4e:39:c7:f5;-84;DIRECT-XyPhaser 3020;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
894;4403;00:a6:ca:5e:67:00;-85;;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
895;4404;38:6b:1c:1d:f7:f3;-85;;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
896;4405;e4:18:6b:5a:f1:84;-87;;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
897;4406;50:ff:20:25:6b:bb;-91;;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
898;4407;00:24:01:ad:14:8b;-91;Inet1200;4;2;Tue Apr 13 17:23:23 GMT+03:00 2021
899;4408;58:ac:78:eb:e6:e2;-62;bmstu_staff;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
900;4409;58:ac:78:eb:e6:e1;-62;bmstu_guest;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
901;4410;58:ac:78:eb:e6:e0;-63;bmstu_student;4;2;Tue Apr 13 17:23:29 GMT+03:00 2021
